#{"t_start": 1769142679.8784785, "env_id": "None"}
r,l,t
24830.308043,200,1208.208425
-966.857137,1,1208.208425
22958.037863,200,1208.464306
23142.184085,200,1208.734746
23354.989162,200,1208.977423
24352.829651,200,1209.23429
21664.22615,200,1209.49259
21603.152031,200,1209.735259
22785.632411,200,1210.003961
24030.854144,200,1212.564461
22986.960835,200,1212.796553
23190.491247,200,1213.040107
22053.560934,200,1213.2807
-881.834269,5,1213.291144
22370.861891,200,1213.53268
23207.952365,200,1213.766829
23588.963711,200,1214.022271
23503.58749,200,1214.274679
-996.088528,1,1214.285028
23009.185205,200,1214.523762
-991.472819,3,1214.531193
23229.70087,200,1214.792263
-298.889482,10,1214.804961
-206.343025,15,1214.827739
401.4078,20,1214.857634
22811.457735,200,1216.963013
22314.38535,200,1217.200758
22791.024556,200,1217.446896
24110.121565,200,1217.685859
-836.719927,6,1217.685859
-727.814533,7,1217.704086
24311.722447,200,1217.947925
-810.415881,3,1217.955598
-503.881111,11,1217.968517
24882.282286,200,1218.204701
23484.390812,200,1218.44922
-863.802758,2,1218.44922
24181.380963,200,1218.683493
24150.969231,200,1218.938291
23109.833556,200,1219.184792
22622.617257,200,1221.412498
23314.945784,200,1221.65793
22159.624311,200,1221.920838
23788.612146,200,1222.173039
22791.142983,200,1222.43821
23218.246027,200,1222.696034
22711.218108,200,1222.937703
23343.702287,200,1223.176845
23716.003844,200,1223.462226
23639.049042,200,1223.743575
-929.805734,5,1223.754181
-962.052446,9,1223.77188
23966.85232,200,1225.986446
24553.453454,200,1226.219775
24206.222648,200,1226.455968
-505.291496,12,1226.474187
-976.685664,5,1226.480283
-662.971485,6,1226.490948
24103.786537,200,1226.737305
23854.009916,200,1226.980775
21922.969058,200,1227.234239
-962.619976,1,1227.244669
23289.388904,200,1227.477787
23314.996761,200,1227.718106
23647.767084,200,1227.969824
-423.910237,9,1227.980072
23695.53058,200,1228.223804
23156.885774,200,1230.8878
23346.295706,200,1231.127041
23610.535906,200,1231.377383
-870.72105,2,1231.387875
22630.344905,200,1231.6472
-618.068343,9,1231.65642
24052.860653,200,1231.90828
23879.908822,200,1232.171462
-800.329424,10,1232.191347
23332.524122,200,1232.46481
23449.852587,200,1232.691917
23151.792334,200,1232.940946
-735.129031,4,1232.940946
22373.534688,200,1233.187676
22675.825301,200,1235.560509
24043.925849,200,1235.800036
