#{"t_start": 1769017336.1027758, "env_id": "None"}
r,l,t
23960.65421,200,2578.091379
22857.694319,200,2578.345345
25188.149288,200,2578.613403
12088.486535,200,2582.179866
21412.074422,200,2582.44528
20436.035288,200,2582.712573
-920.421857,1,2582.722663
17057.519499,200,2582.987
2854.592092,42,2583.048643
24250.857614,200,2583.323931
-644.8587,5,2583.334451
22446.059588,200,2583.609473
1998.260253,28,2583.650669
18861.729632,200,2583.929727
13948.251518,200,2584.203146
-251.008976,11,2584.219367
23096.486928,200,2584.498011
6489.754315,65,2584.588237
21987.277449,200,2584.862717
-253.197691,11,2584.876863
12463.093861,200,2588.449783
15590.454314,200,2588.714492
17256.029805,200,2588.981045
15299.875885,200,2589.246976
19051.880433,200,2589.515486
18728.174496,200,2589.789482
21279.443745,200,2590.052294
17747.974186,200,2590.313579
26216.768556,200,2590.570837
20706.044386,200,2590.850921
15772.058577,188,2594.640427
21725.277982,200,2594.918597
20899.644867,200,2595.176957
2325.143759,34,2595.228177
10705.837405,101,2595.363586
16350.378205,200,2595.621879
23097.399111,200,2595.897392
15338.82607,200,2596.175613
17242.667052,200,2596.434005
21899.862349,200,2596.712028
18220.875845,200,2596.980774
18318.648045,200,2597.238505
23113.903556,200,2600.719921
21872.183847,200,2600.998641
23317.156857,200,2601.271205
20042.578146,200,2601.553432
15249.650275,200,2601.814642
-211.225903,13,2601.836983
1133.675755,23,2601.862675
22895.676434,200,2602.148981
16141.736017,200,2602.41262
5535.461269,77,2602.514596
6092.931688,79,2602.620315
25751.583277,200,2602.896888
17507.055574,200,2603.163572
24066.773993,200,2606.962112
13439.91773,159,2607.173387
25403.700332,200,2607.453204
22318.52314,200,2607.70833
25953.496125,200,2607.987019
23857.047491,200,2608.255233
19590.514947,200,2608.521622
21162.626871,200,2608.796202
-164.475926,15,2608.816674
-652.217622,7,2608.827085
17192.830018,200,2609.096377
19882.313954,200,2609.353818
10972.048865,127,2609.520818
17395.790507,200,2613.459671
20564.552741,200,2613.74073
22939.588838,200,2614.013861
9052.736811,200,2614.287793
25304.19579,200,2614.568866
21019.841544,200,2614.848511
17985.109861,200,2615.122039
12574.136793,200,2615.392169
990.508136,30,2615.435602
24280.631142,200,2615.708336
23972.048095,200,2615.981575
24090.988808,200,2619.388403
15877.142547,200,2619.663611
275.820707,23,2619.696718
20424.294136,200,2619.974342
22474.152808,200,2620.249827
22919.061387,200,2620.521144
25703.970951,200,2620.793121
-731.648835,3,2620.803207
10180.521959,200,2621.081686
3467.248841,44,2621.142606
20811.318478,200,2621.414232
15504.515679,200,2621.69189
22189.803353,200,2621.966841
-682.524351,4,2621.972901
22242.028273,200,2625.842382
21279.844219,200,2626.122317
1706.310205,26,2626.158346
23774.8878,200,2626.435756
19009.457951,200,2626.712394
22344.793394,200,2626.991333
17978.245841,200,2627.269134
13895.850223,200,2627.545314
23424.447533,200,2627.819212
20612.189106,200,2628.096611
20299.634956,200,2628.375454
21736.460063,200,2632.092418
21278.873809,200,2632.358111
22160.364684,200,2632.622286
15226.041205,200,2632.892001
23071.286029,200,2633.153686
24123.569285,200,2633.426776
7789.403392,99,2633.558084
22936.453443,200,2633.832501
20435.894044,200,2634.095099
22280.617519,200,2634.363217
14865.509116,160,2634.577338
3734.769643,94,2638.072246
-924.932907,1,2638.074267
24330.093011,200,2638.349924
-961.665949,1,2638.349924
2890.094214,51,2638.422196
23710.282611,200,2638.689239
5722.767026,81,2638.79372
