#{"t_start": 1772874713.4933107, "env_id": "None"}
r,l,t
3427.248224,200,28068.836326
3527.947289,200,28069.497384
2708.094368,200,28073.910644
3208.23639,200,28074.495347
3003.689405,200,28075.088149
3339.112438,200,28079.599878
3437.329702,200,28080.16914
3397.367644,200,28083.605397
3992.885381,200,28084.14951
2247.237627,200,28084.749197
3476.679961,200,28089.08659
3609.442912,200,28089.678232
3511.118781,200,28093.248787
3097.613143,200,28093.814351
2972.175925,200,28094.383628
3555.689503,200,28098.926771
3480.766033,200,28099.530298
2841.676695,200,28102.944897
3703.870591,200,28103.47934
3474.817414,200,28104.041878
3091.892133,200,28108.49113
3592.30697,200,28109.094854
3700.702608,200,28112.978366
3164.616665,200,28113.555821
4126.061283,200,28114.193136
3480.255508,200,28118.558506
3323.170646,200,28119.136389
3706.057969,200,28119.739629
2992.403918,200,28124.118173
3454.577554,200,28124.679126
3971.101723,200,28128.475241
3530.176033,200,28129.058283
3427.813062,200,28129.690893
3340.348974,200,28134.329242
3678.091303,200,28134.946453
3667.690412,200,28138.476642
3168.94931,200,28139.088602
3606.359444,200,28139.677268
3273.751519,200,28150.138682
3456.466757,200,28151.717266
2777.864775,200,28159.962907
3455.038632,200,28161.325752
2802.920966,200,28162.790535
3032.57597,200,28172.721039
2992.805448,200,28174.261803
3045.832083,200,28183.18167
3679.143508,200,28184.635603
3111.782562,200,28186.244104
3256.67982,200,28196.894269
3236.863553,200,28198.38489
4000.92816,200,28199.9905
3637.726078,200,28210.405107
3389.423838,200,28212.117048
3122.260724,200,28221.095917
3667.909579,200,28222.53505
3788.03503,200,28224.148573
3381.254595,200,28234.301512
3332.59913,200,28235.828289
4240.479426,200,28241.795455
3106.935872,200,28242.328629
3473.061361,200,28242.887069
3387.015203,200,28248.537316
3861.170287,200,28249.32144
3482.683463,200,28253.611021
3386.821747,200,28254.345212
2946.269474,200,28255.034302
3642.791527,200,28260.53844
2635.509151,200,28261.267865
3524.059561,200,28261.986503
3148.658317,200,28267.042376
3378.736385,200,28267.753362
2685.870894,200,28271.96054
3482.898872,200,28272.699933
3805.875795,200,28273.439429
3280.160513,200,28278.607416
3632.960594,200,28279.341377
3595.120056,200,28283.370653
3853.817965,200,28284.080283
3796.764506,200,28284.767854
3508.472879,200,28290.335917
3989.998364,200,28291.027966
3648.437299,200,28295.564334
3327.292379,200,28296.268019
3729.333577,200,28296.962588
3877.695969,200,28302.848895
3630.848103,200,28303.612
3084.343485,200,28307.983804
3344.044574,200,28308.705158
3777.201438,200,28309.399585
2823.338271,200,28314.678032
3115.7864,200,28315.384489
4377.676124,200,28316.094568
3511.366926,200,28321.190387
3427.927977,200,28321.90962
2881.410985,200,28326.16836
3719.57907,200,28326.8775
3599.963176,200,28327.59842
3285.57441,200,28332.828111
3118.46512,200,28333.549688
3750.455602,200,28337.628878
3464.621451,200,28338.34143
3940.999374,200,28339.058534
